order_date,sku_id,order_quantity
2020-03-12,3007CA,1.6240669297367112
2020-06-06,3006CA,1.3448858752099568
2020-03-04,2573CA,21.118277030578103
2019-10-30,2565CA,41.60333915294049
2019-10-16,2548CA,4.8343351302203255
2019-12-05,2539AA,3.9916170288327715
2019-09-07,2528CA,1569.2943468263657
2019-11-19,2473CA,2601.8400937490655
2020-05-10,2458CA,1366.120755269177
2020-05-22,2449CA,1.7740347181045013
2020-03-23,2422BA,234.39738368229897
2020-02-05,2418CA,759.5153852884195
2020-06-09,2391CA,12034.928684662913
2019-12-22,2371CA,1535.6019872241066
2019-10-01,2365AA,6.893797340369698
2020-04-14,2336BA,137.7585943485692
2019-12-11,2267CA,8.52649760096557
2020-03-27,2143AA,9.254965855207667
2019-10-08,2117BA,2.2652664629084343
2020-05-21,2096AA,9.904651246814625
2019-09-16,1947CA,6.647228402232424
2020-03-30,1902BA,4.009080395254395
2019-09-11,1876AA,1.1504298134053836
2019-12-14,1857AA,6.211419876465659
2020-02-09,1851CA,2.511241789863101
2019-12-19,1842BA,0.11852345345566968
2020-05-27,1830AA,8.7701635374675
2020-03-14,1827AA,2.478007499144855
2019-12-06,1826AA,9.582760962883643
2020-06-13,1819AA,3.4701444655023126
2019-11-13,1811CA,7.6885569420040305
2020-03-24,1801AA,14.035042852126159
2020-01-31,1798AA,1.4736884605122778
2019-08-22,1767CA,5.108843159449728
2019-12-21,1766CA,9.564597062804882
2020-02-24,1764AA,8.414989214867665
2019-09-01,1745BA,4.35630020654217
2019-10-08,1741BA,2.5481137630829114
2019-11-06,1712AA,1.698950736722542
2019-11-30,1698CA,0.5646124324866608
2020-01-24,1688CA,9.463611039715566
2020-05-26,1681CA,11.210454901829042
2020-01-21,1678CA,8.956110383076437
2019-08-19,1672AA,9.302582925448213
2020-05-18,1584BA,1.570738959352412
2020-01-24,1582CA,1.9465658029702766
2020-03-03,1571AA,6.100803825173397
2020-06-10,1488CA,1.6601404559356248
2020-02-06,1468AA,8.34565957933035
2020-03-30,1434BA,1.889914345220618
2019-12-05,1420CA,5.221593672352745
2019-09-17,1403CA,0.33616813477867835
2020-01-10,1390BA,0.286310149269845
2020-03-08,1374CA,9.874380962264507
2019-09-11,1373BA,6.599336774633386
2020-01-18,1367CA,0.6517570748511061
2019-09-18,1326AA,3.4033474304800535
2020-03-06,1325AA,8.203695668496277
2020-03-05,1321BA,7.4106753550517155
2020-06-01,1317BA,3.5941795343032465
2020-05-04,1315BA,4.065204881244396
2020-03-26,1308BA,0.40709360628716107
2019-11-21,1296CA,1.808975666689946
2019-08-25,1295CA,0.6557895308708392
2020-04-02,1283CA,0.4791997790987676
2019-11-20,1281BA,1.0132306310806742
2019-10-01,1244AA,4188.839423843933
2020-04-27,1206BA,49.82529741775114
2019-11-22,1196AA,7.424002887679569
2020-04-28,3271CA,1.101730405357289
2019-11-02,3264CA,5.930746375696158
2019-12-28,3249CA,1.6690020464031663
2019-10-26,3239AA,5.585588832879804
2020-04-20,3205AA,0.11124284616246394
2020-05-25,3180BA,2.0214516422570417
2020-03-23,3178CA,0.7558523219725134
2019-12-17,3271CA,0.4981200619958978
2020-04-02,3264CA,6.978161016143977
2019-10-26,3249CA,4.7061564165506455
2019-10-06,3239AA,6.878556737258855
2020-02-11,3205AA,0.2741898855010212
2019-09-10,3180BA,0.8248992421682444
2019-12-04,3178CA,0.8324824055197311
2020-03-13,3126BA,3.4481574572820293
2019-11-02,3098AA,1.2063005146816421
2019-12-07,3075BA,13.816818123084488
2020-05-21,3038BA,0.7934568008128347
2020-03-09,3016BA,1.663585266570689
2020-05-23,3007CA,3.620079271777238
2020-04-22,3006CA,4.6638175472914964
2019-12-05,2573CA,6.783487166601118
2020-02-18,2565CA,78.06392902574693
2019-09-18,2548CA,6.278143426254209
2020-02-15,2539AA,3.8611274085017753
2020-01-25,2528CA,64.3604891758356
2019-08-31,2473CA,4521.930076062913
2020-01-12,2458CA,1168.2199872346484
2020-05-14,2449CA,1.6670756316028656
2020-02-21,2422BA,1794.5711793005364
2020-01-07,2418CA,16950.124344358857
2019-11-20,2391CA,13812.053523573912
2020-03-25,2371CA,10303.642881635893
2020-03-02,2365AA,2.485201435984804
2020-06-09,2336BA,123.21542041694573
2019-10-09,2267CA,4.129484094912869
2020-01-28,2143AA,3.07298747143237
2020-06-10,2117BA,2.7029171084503107
2019-09-06,2096AA,1.864952018575271
2019-12-19,1947CA,5.4121953008709855
2020-04-08,1902BA,8.546015372364197
2019-10-20,1876AA,0.03277971495812444
2019-09-16,1857AA,4.793414204319362
2019-10-11,1851CA,3.337521151272144
2019-12-23,1842BA,1.071399564938626
2019-10-12,1830AA,9.02144229527073
2020-03-05,1827AA,3.034437284181317
2020-05-20,1826AA,7.363929351126718
2020-04-25,1819AA,5.8744179051000405
2019-08-29,1811CA,4.826004627216562
2019-11-21,1801AA,11.25947025664534
2020-05-11,1798AA,2.032181600901606
2020-04-07,1767CA,1.8411272602613848
2019-08-28,1766CA,7.1576099970787235
2019-12-28,1764AA,5.830404161568824
2019-10-08,1745BA,0.4066826131694523
2020-05-22,1741BA,4.331711674095992
2020-05-10,1712AA,2.2540380715430333
2020-01-25,1698CA,0.8162948687894434
2020-04-30,1688CA,7.778577011451921
2019-10-26,1681CA,25.234259669762594
2019-12-04,1678CA,1.4913275100992163
2019-10-28,1672AA,9.970184238500185
2019-10-20,1584BA,0.6114778200218337
2020-05-16,1582CA,0.2199313507600382
2019-10-03,1571AA,3.8492045497016525
2020-02-15,1488CA,7.7855459079683085
2020-03-17,1468AA,7.147922915019872
2019-12-31,1434BA,0.9081849786896712
2019-12-27,1420CA,2.659893987382972
2020-04-10,1403CA,2.284750103418272
2020-06-07,1390BA,6.628662425732944
2019-09-23,1374CA,7.847902031805622
2019-09-14,1373BA,3.2434973320068936
2020-03-21,1367CA,0.42337068388821975
2020-02-09,1326AA,3.3525851007209195
2019-10-18,1325AA,7.613069593675191
2020-02-12,1321BA,2.2847492182441664
2020-05-21,1317BA,5.646368475563174
2020-05-11,1315BA,5.36132942825618
2020-05-08,1308BA,2.038187130732687
2019-11-03,1296CA,6.940627706802709
2019-09-17,1295CA,1.2147057009531432
2020-01-12,1283CA,0.06562923825199307
2020-05-12,1281BA,0.48082756308916025
2020-04-20,1244AA,650.959833203011
2020-03-07,1206BA,79.51552363065701
2019-12-13,1196AA,4.031926203550658
2020-03-21,3271CA,1.3903120452182613
2019-08-20,3264CA,9.634959169326368
2020-01-06,3249CA,4.127628314349611
2020-05-14,3239AA,5.871916806204092
2020-04-16,3205AA,0.1593076075382266
2019-10-05,3180BA,2.6858147518261166
2019-09-03,3178CA,0.30382920635685906
2019-08-19,3271CA,1.2636517799779892
2019-10-26,3264CA,3.550768496090769
2019-11-09,3249CA,5.8090665205450955
2020-01-28,3239AA,7.517979580286279
2020-02-15,3205AA,0.5519032390750263
2020-02-25,3180BA,0.45588433580533994
2019-12-24,3178CA,0.8155155518286381
2019-11-13,3126BA,2.805108229346142
2019-11-28,3098AA,0.3116653324950983
2020-04-20,3075BA,14.843701098146143
2020-03-02,3038BA,1.4445543055436527
2020-05-06,3016BA,0.5699395290565127
2019-12-15,3007CA,1.8537106751926
2020-04-27,3006CA,6.320161693551495
2019-09-29,2573CA,3.2379291642428845
2020-04-14,2565CA,17.252190379886322
2020-06-13,2548CA,4.615018074838027
2020-03-14,2539AA,5.3456695605991635
2019-12-01,2528CA,303.9641123531993
2019-12-01,2473CA,7560.275843157984
2020-05-19,2458CA,3771.3894207296457
2020-01-10,2449CA,2.7004977032450617
2020-03-25,2422BA,1974.4547668091
2020-05-28,2418CA,7644.993819334418
2020-04-01,2391CA,16281.508169086872
2019-12-21,2371CA,11879.432568401697
2019-09-24,2365AA,0.7286390046007263
2019-11-28,2336BA,301.61445179838654
2019-09-16,2267CA,5.842015686347091
2019-10-07,2143AA,3.6668037990472735
2020-02-26,2117BA,26.89545454109701
2019-08-25,2096AA,3.8456325352955822
2019-09-21,1947CA,5.071883879077969
2020-03-11,1902BA,2.4588427801592996
2020-03-11,1876AA,0.36407534249136503
2020-05-26,1857AA,6.527936228683532
2019-11-08,1851CA,2.2242028027040908
2020-04-28,1842BA,0.294147522422761
2020-03-05,1830AA,5.927151981795501
2019-11-15,1827AA,5.618754467757667
2020-05-16,1826AA,5.689055512158962
2019-11-14,1819AA,3.5173859687046862
2019-11-23,1811CA,4.376111231033194
2020-05-28,1801AA,3.018302504726332
2019-11-27,1798AA,5.257388093868191
2019-12-15,1767CA,8.33299283720908
2020-02-19,1766CA,4.299299224299712
2019-08-26,1764AA,2.530936614949677
2019-09-11,1745BA,2.1898435388564144
2019-08-21,1741BA,2.017548201553921
2020-04-11,1712AA,9.066098560739114
2020-05-28,1698CA,0.8674707311812646
2019-12-22,1688CA,2.4990868937428234
2020-04-04,1681CA,31.539124459343885
2020-04-26,1678CA,4.871555848220053
2020-02-02,1672AA,4.651393068288709
2019-12-26,1584BA,1.9011367209097363
2020-03-06,1582CA,1.4050161842920412
2019-10-27,1571AA,4.953507379612177
2019-10-22,1488CA,9.743938920243139
2019-10-06,1468AA,6.339524826796846
2020-05-21,1434BA,7.723576508647611
2020-03-19,1420CA,9.741024496452308
2019-11-04,1403CA,0.7234153511463683
2020-06-04,1390BA,3.6452684302405016
2019-12-30,1374CA,9.642404465972186
2020-03-12,1373BA,9.285209555793845
2019-08-31,1367CA,0.10247041424744734
2019-11-15,1326AA,4.093315005975055
2020-04-18,1325AA,5.155126749607693
2019-08-31,1321BA,3.820275310217659
2020-03-11,1317BA,7.518939109850523
2020-03-26,1315BA,5.674532549657345
2019-10-14,1308BA,6.413151940477569
2020-04-23,1296CA,0.7102274638291961
2019-12-07,1295CA,0.11158519575877512
2019-11-20,1283CA,0.003531358676165383
2019-08-20,1281BA,0.9813722866839893
2020-01-08,1244AA,65.51711056915703
2019-11-10,1206BA,48.685933470487875
2020-06-12,1196AA,7.036974086055389
2020-03-04,3271CA,1.1157948723141669
2020-05-23,3264CA,4.610271122802626
2020-04-04,3249CA,1.6149061989544444
2020-04-06,3239AA,2.332980817050868
2019-12-15,3205AA,0.47125438758214355
2020-03-10,3180BA,8.273524346769195
2020-03-12,3178CA,0.36149969455249065
2019-09-13,3271CA,0.8239898248467659
2019-11-20,3264CA,8.180275735738283
2019-12-31,3249CA,1.7444012170909873
2020-05-05,3239AA,3.300709752572384
2020-02-12,3205AA,0.7890122688570581
2020-06-05,3180BA,4.238237350033312
2019-10-27,3178CA,0.5069147325472103
2020-02-15,3126BA,4.614909610379735
2019-08-24,3098AA,0.45602344408538686
2020-05-27,3075BA,5.306331546908229
2019-11-29,3038BA,1.6627582327862385
2019-09-07,3016BA,0.5419081496512669
2019-10-02,3007CA,0.7915230166149487
2019-08-22,3006CA,9.160117396810127
2020-02-29,2573CA,30.84296747000962
2020-04-13,2565CA,46.38802126750278
2020-06-01,2548CA,2.4229921961635315
2019-09-26,2539AA,6.760419693794576
2019-11-24,2528CA,1067.887467865229
2020-03-24,2473CA,7375.014166175297
2020-03-30,2458CA,2344.2006184348115
2020-01-22,2449CA,2.2820178201002053
2019-08-20,2422BA,489.62157366624376
2020-03-23,2418CA,6159.378421628525
2019-09-13,2391CA,9367.620005423105
2020-04-07,2371CA,2319.1974946133337
2020-03-25,2365AA,0.7447668209620062
2019-09-09,2336BA,337.4168592649512
2019-12-20,2267CA,4.597409902223987
2019-10-11,2143AA,0.0695357993751522
2019-09-13,2117BA,40.3741007692146
2019-09-30,2096AA,2.033349170814586
2020-02-10,1947CA,2.4515834658434175
2020-06-11,1902BA,4.5427671369671065
2020-02-04,1876AA,2.19556792439288
2020-04-29,1857AA,0.06633599820328295
2020-04-26,1851CA,9.906465953669542
2019-09-06,1842BA,0.611211901732134
2020-01-03,1830AA,0.6880937118733488
2020-03-22,1827AA,9.034470451619626
2019-10-06,1826AA,9.895106789973255
2020-02-12,1819AA,5.998428666200862
2019-10-27,1811CA,7.607490747664768
2019-10-29,1801AA,7.125415395976306
2019-12-09,1798AA,1.9723484281139534
2019-12-19,1767CA,5.908959349206524
2020-04-21,1766CA,5.214440871035371
2020-01-07,1764AA,0.2703704657926791
2020-02-12,1745BA,3.0444067953491594
2020-05-20,1741BA,2.596198257076679
2019-12-14,1712AA,2.7846338116455573
2020-01-18,1698CA,1.740941621634703
2020-06-03,1688CA,9.57899601073838
2019-12-15,1681CA,5.520796805559664
2019-11-25,1678CA,0.6061962159942424
2020-03-08,1672AA,4.181019677726402
2020-02-10,1584BA,0.502057400519355
2020-03-31,1582CA,2.578616257255102
2020-06-11,1571AA,0.9645959609050039
2020-04-27,1488CA,9.408641796419081
2020-03-03,1468AA,4.379519309639097
2019-12-28,1434BA,6.5352243146190965
2020-02-03,1420CA,6.119253206936275
2019-10-13,1403CA,0.6192540229312844
2020-02-04,1390BA,9.473045515536697
2020-06-02,1374CA,4.134583919845447
2020-03-02,1373BA,4.053552488929789
2019-08-25,1367CA,0.7498378252119252
2019-10-15,1326AA,8.56990248269458
2019-12-27,1325AA,0.9103273617751606
2020-04-27,1321BA,9.135678563135924
2019-09-17,1317BA,4.415148079287031
2019-11-16,1315BA,6.258319798332654
2019-12-24,1308BA,8.229369862292547
2019-12-03,1296CA,7.849928725642155
2020-06-02,1295CA,1.0064709881338494
2020-04-06,1283CA,0.5008477001595159
2020-04-15,1281BA,0.940795282658997
2020-04-18,1244AA,5121.477884407248
2020-03-24,1206BA,82.10249511110689
2020-01-23,1196AA,5.9715373340957045
2019-10-08,3271CA,0.08205728441808036
2020-06-11,3264CA,3.7559570753052207
2019-09-17,3249CA,9.776558463329918
2019-11-06,3239AA,4.389825092431372
2019-12-14,3205AA,0.05155269318185285
2020-03-21,3180BA,3.659599236192893
2020-02-19,3178CA,0.9086884237706311
2019-09-03,3271CA,0.7977396632068503
2019-08-28,3264CA,5.709812655854522
2020-01-23,3249CA,3.551243363460115
2019-11-05,3239AA,0.45259878748499904
2020-04-01,3205AA,0.9110166458114055
2019-10-04,3180BA,6.818664147742987
2020-06-10,3178CA,0.143881788122112
2019-12-13,3126BA,4.370446481265782
2019-12-28,3098AA,8.719200779014527
2020-02-13,3075BA,21.544329269552865
2020-05-05,3038BA,0.9355519873194638
2019-09-06,3016BA,1.3228599015428553
2019-08-30,3007CA,2.030519842961716
2020-03-17,3006CA,5.780103895423241
2019-11-23,2573CA,11.215936388202193
2019-11-05,2565CA,84.50464748626655
2019-12-30,2548CA,7.167955166802908
2020-03-25,2539AA,7.0833395593816295
2019-09-27,2528CA,1798.7455407028476
2020-02-29,2473CA,6741.700522167509
2020-04-28,2458CA,3418.538485003719
2020-05-27,2449CA,1.344599715780428
2020-03-28,2422BA,81.27247230380034
2020-02-02,2418CA,8355.785877078486
2019-09-25,2391CA,26708.97765767554
2019-09-01,2371CA,4227.399612756086
2020-05-21,2365AA,2.8534425397789134
2019-11-10,2336BA,334.716793352909
2020-06-08,2267CA,1.5022776681410053
2019-09-08,2143AA,3.1133885466841504
2019-12-08,2117BA,64.84481580094418
2020-05-17,2096AA,4.242318332221361
2020-03-19,1947CA,7.227968533589705
2020-02-13,1902BA,2.9287133984734814
2020-05-22,1876AA,1.3340891372171793
2019-11-20,1857AA,8.484110576499098
2020-03-03,1851CA,0.6743922211492159
2019-09-22,1842BA,1.39723649256369
2019-10-10,1830AA,6.932578372392097
2020-06-01,1827AA,1.5313710656835444
2020-01-18,1826AA,1.2629599811447545
2020-05-09,1819AA,0.5897411227223193
2020-03-16,1811CA,6.518136463809076
2019-10-19,1801AA,6.609596846200324
2020-05-09,1798AA,0.33662640157205626
2019-11-04,1767CA,2.9336885261589463
2019-11-26,1766CA,4.202103217966666
2020-02-13,1764AA,0.04323137152948042
2020-06-08,1745BA,1.9278343972060952
2019-11-17,1741BA,0.44431846576615774
2020-03-24,1712AA,2.5007275952614973
2019-09-21,1698CA,2.0618479282890165
2020-05-04,1688CA,9.679476563576937
2019-11-12,1681CA,9.8891921948585
2020-02-03,1678CA,8.742584131993993
2019-08-21,1672AA,1.8533066068227444
2020-02-18,1584BA,0.4034745935917813
2019-10-10,1582CA,2.5376291520807728
2019-10-17,1571AA,4.663445785170001
2020-06-03,1488CA,1.054509872932402
2020-02-09,1468AA,2.861334096557433
2019-12-27,1434BA,8.822482087598178
2019-10-04,1420CA,7.679495992825563
2020-03-17,1403CA,2.3087226859213943
2019-10-07,1390BA,0.7141104597105863
2019-11-25,1374CA,7.2379476211767235
2020-06-13,1373BA,7.100696422819206
2020-06-03,1367CA,0.07529614670070074
2019-10-02,1326AA,2.3768737979916885
2019-12-28,1325AA,1.1119560536505868
2019-10-10,1321BA,3.364915160639569
2020-04-19,1317BA,3.848317560512048
2020-05-02,1315BA,3.534454248247706
2019-12-07,1308BA,1.7914505829008331
2020-05-06,1296CA,1.666715925676715
2019-12-18,1295CA,0.7081875329947727
2019-08-29,1283CA,0.7611204920785597
2019-09-06,1281BA,1.0712336944682508
2019-10-19,1244AA,2886.0425321050775
2019-10-14,1206BA,40.26760204219367
2019-10-02,1196AA,0.35129383647437895
2019-12-18,3271CA,1.14415295734177
2019-12-19,3264CA,0.058012043644899425
2020-04-18,3249CA,2.6990422960342295
2019-10-10,3239AA,2.223301019901447
2020-04-05,3205AA,0.22692724759575844
2020-01-25,3180BA,5.8424666718999365
2019-12-24,3178CA,0.6760392522942966
2020-04-20,3271CA,0.3781529734912907
2019-12-02,3264CA,0.5853703627628015
2020-01-31,3249CA,0.5661050413781221
2019-09-30,3239AA,6.761769498745123
2020-06-12,3205AA,0.6510883370963018
2020-01-05,3180BA,4.877325719533064
2020-01-24,3178CA,0.7905499833016274
2019-09-15,3126BA,0.3613792909150515
2020-03-03,3098AA,7.175190957622267
2019-10-31,3075BA,6.115010494105442
2019-08-24,3038BA,1.7579292925365282
2020-04-26,3016BA,1.629603322862076
2020-04-01,3007CA,1.2118428646271857
2020-01-11,3006CA,8.925086947082006
2020-06-10,2573CA,17.790581103482403
2020-01-19,2565CA,103.36904147825254
2020-02-25,2548CA,7.289497683383938
2020-04-10,2539AA,6.689464397696523
2019-08-23,2528CA,626.985485276188
2020-04-14,2473CA,10858.334411802207
2019-08-28,2458CA,2582.7165848786535
2019-12-01,2449CA,7.637586538447288
2019-11-13,2422BA,968.6537259121961
2020-04-21,2418CA,186.71532583215208
2019-12-09,2391CA,13088.633606753141
2020-04-26,2371CA,3539.8281432321487
2019-12-30,2365AA,9.933225435926122
2019-09-23,2336BA,124.36007218696541
2019-10-26,2267CA,3.753208231052419
2020-06-10,2143AA,6.257521521117738
2020-04-02,2117BA,37.38490928398748
2020-04-03,2096AA,0.12491084428459476
2020-03-03,1947CA,0.8543629382697493
2019-11-09,1902BA,3.1395577842687383
2019-09-05,1876AA,0.8771636730666901
2019-11-07,1857AA,3.218013093976545
2019-08-30,1851CA,9.85388309395497
2019-11-03,1842BA,1.0264996886217073
2019-12-13,1830AA,6.025137329460043
2019-10-06,1827AA,2.615928891118827
2019-08-27,1826AA,1.7273442072906497
2020-05-03,1819AA,1.8888683015439234
2020-01-10,1811CA,1.8798260265807565
2020-03-11,1801AA,1.2535044014451335
2019-09-06,1798AA,4.478527626244027
2020-04-11,1767CA,6.759939645976339
2020-05-31,1766CA,1.069239888945559
2020-04-14,1764AA,0.31548771368340045
2019-11-09,1745BA,3.4809448223452577
2020-04-17,1741BA,2.883369291420927
2020-03-06,1712AA,3.273967992409945
2020-04-13,1698CA,9.395895538813885
2020-01-19,1688CA,9.328952941058757
2019-09-08,1681CA,7.054568307248021
2019-09-18,1678CA,1.5279892149974428
2019-09-02,1672AA,7.022059536801331
2020-03-11,1584BA,0.45847322947728986
2020-03-03,1582CA,1.107312045785041
2020-01-17,1571AA,1.1117886002639892
2020-04-20,1488CA,6.749614145784927
2019-11-14,1468AA,5.222791542125109
2019-10-31,1434BA,6.56731920797874
2020-01-12,1420CA,7.4775115107438195
2019-09-17,1403CA,0.8067448635309006
2019-10-29,1390BA,7.57835650606665
2019-12-18,1374CA,1.1609121290182767
2019-12-18,1373BA,8.068541139956833
2020-06-07,1367CA,1.1012406859714219
2019-10-30,1326AA,3.845692695485048
2019-08-22,1325AA,9.058156887515704
2020-06-08,1321BA,4.89579555223701
2020-02-27,1317BA,9.309396334094739
2020-04-30,1315BA,7.084155045196115
2019-09-11,1308BA,5.062585970408916
2019-10-16,1296CA,1.4832127331919365
2020-05-27,1295CA,0.12679016330377713
2020-02-27,1283CA,0.9445563300177588
2020-01-24,1281BA,1.0320408278033402
2020-04-17,1244AA,4594.372458049925
2019-11-12,1206BA,86.84904995472681
2020-05-14,1196AA,4.537554844529545
2020-04-10,3271CA,0.5924141660497535
2019-12-24,3264CA,2.6188289296120413
2020-03-03,3249CA,1.011901539834964
2020-03-04,3239AA,5.113499057270708
2020-05-24,3205AA,0.45251679556746516
2019-08-29,3180BA,9.889544801829311
2019-11-17,3178CA,1.0556481953597523
2019-12-21,3271CA,1.0706697848081865
2019-09-22,3264CA,3.147300952760955
2020-06-01,3249CA,0.6004281645596332
2020-05-16,3239AA,3.863524209431075
2019-11-05,3205AA,0.24212429248345957
2019-12-30,3180BA,8.529695217848545
2019-12-10,3178CA,0.11128758536045799
2020-05-29,3126BA,8.215713026255425
2019-08-25,3098AA,8.403308418208544
2020-02-11,3075BA,9.060902052926249
2019-12-29,3038BA,0.9858390292191347
2020-03-24,3016BA,0.9992824077701123
2019-09-01,3007CA,3.1074345908978454
2020-04-23,3006CA,6.882202812750283
2020-05-22,2573CA,18.34255863493346
2020-06-04,2565CA,52.06834132642014
2019-09-18,2548CA,6.560335464573655
2020-01-03,2539AA,2.980619682277028
2019-11-02,2528CA,460.35205325059246
2020-02-24,2473CA,3485.0933558065744
2020-02-16,2458CA,2593.493742369814
2020-04-11,2449CA,5.426103701571653
2019-10-02,2422BA,1456.7679071257267
2020-02-24,2418CA,1779.1625102649339
2019-11-26,2391CA,11469.414007952777
2020-03-01,2371CA,8470.129099609449
2020-03-06,2365AA,2.927665650306425
2020-04-04,2336BA,220.56202698231652
2020-05-02,2267CA,4.014895320102648
2019-12-15,2143AA,0.5935167776882722
2020-05-15,2117BA,18.051744582418383
2019-11-08,2096AA,3.4175773161534595
2019-10-10,1947CA,1.4605749238606591
2019-10-16,1902BA,7.98364802208644
2019-09-03,1876AA,1.769378028158462
2020-02-19,1857AA,6.181970334791785
2019-12-25,1851CA,2.765428590311927
2019-08-19,1842BA,0.30729278758285195
2020-05-07,1830AA,3.2934889591246943
2020-02-10,1827AA,0.33049770498465025
2020-01-08,1826AA,9.9405203314203
2020-03-18,1819AA,1.7599960089878774
2019-09-28,1811CA,2.327334539044249
2020-04-19,1801AA,13.926883077948137
2019-10-20,1798AA,1.9522935336716083
2019-08-29,1767CA,3.2870759026083385
2019-11-09,1766CA,7.75280620090122
2019-08-18,1764AA,8.034613152578022
2020-01-20,1745BA,0.7505034597952315
2020-05-23,1741BA,2.869065542373328
2019-09-27,1712AA,7.799576983361716
2020-04-27,1698CA,4.131900495568934
2020-01-31,1688CA,3.728484601452644
2019-12-27,1681CA,12.176379555551701
2019-10-25,1678CA,4.392514959388757
2019-11-23,1672AA,0.5402022236928594
2020-02-25,1584BA,1.0349190419540484
2020-05-29,1582CA,0.9068678224855402
2020-01-22,1571AA,5.198065532612221
2020-05-23,1488CA,6.3902793369039115
2020-01-23,1468AA,2.308786972528989
2020-05-12,1434BA,4.35494615663932
2019-10-23,1420CA,9.201788210326633
2020-03-16,1403CA,0.7453891092201725
2020-01-06,1390BA,8.53953598336201
2020-01-15,1374CA,7.456445760240539
2020-02-09,1373BA,2.5128023899088605
2019-08-24,1367CA,0.35229897671874355
2020-02-17,1326AA,2.754639099638434
2020-04-10,1325AA,2.2163021006514128
2020-05-19,1321BA,0.5587886518450025
2020-02-12,1317BA,1.4601484436491008
2020-03-15,1315BA,0.41498834594926537
2020-04-24,1308BA,4.926448736726146
2020-01-13,1296CA,3.7721413950462424
2020-02-13,1295CA,1.4948828405594596
2020-04-14,1283CA,0.8492531208909944
2019-11-10,1281BA,0.4058393399462915
2020-02-21,1244AA,2635.676918142342
2020-02-03,1206BA,45.85941765033524
2020-02-05,1196AA,8.350235642560184
2020-05-22,3271CA,0.38906358690052495
2019-12-17,3264CA,5.432276485272992
2020-02-29,3249CA,1.368297991993015
2020-01-11,3239AA,2.9781938541364505
2020-01-17,3205AA,0.8695979853305801
2019-09-29,3180BA,5.294697625981225
2019-10-25,3178CA,0.7569342402489804
2019-10-05,3271CA,0.7060506963740687
2019-09-30,3264CA,1.0275576621000893
2020-03-06,3249CA,7.873220548125566
2020-05-05,3239AA,2.4682743604600823
2020-04-21,3205AA,0.7200201759618239
2019-12-13,3180BA,2.537410403652649
2020-01-06,3178CA,0.3232699260134933
2019-11-16,3126BA,6.656213062658524
2019-10-21,3098AA,9.120854832986184
2019-11-04,3075BA,19.30231275075965
2020-04-20,3038BA,1.8047053166550893
2019-09-20,3016BA,1.993422014392675
2019-09-16,3007CA,2.278881549058213
2019-12-27,3006CA,4.575616185623069
2019-09-17,2573CA,2.8942321905863606
2019-11-17,2565CA,18.51995416722493
2020-01-09,2548CA,0.1911126838022359
2019-11-10,2539AA,6.63198671159257
2019-08-31,2528CA,554.7583844960491
2019-12-09,2473CA,14179.986000880066
2019-11-22,2458CA,4319.696996705143
2020-02-04,2449CA,9.610378532634606
2020-01-30,2422BA,946.3792171325381
2019-09-19,2418CA,16361.06601165087
2019-10-07,2391CA,13727.033255473185
2019-08-25,2371CA,9355.863283525394
2020-05-06,2365AA,3.4542626229946394
2019-12-19,2336BA,332.54128070670544
2020-05-22,2267CA,5.894765622347584
2020-03-10,2143AA,2.411068027815466
2019-12-06,2117BA,63.03029635644107
2020-03-28,2096AA,1.3493524671549428
2019-12-13,1947CA,0.9490353151807807
2020-04-28,1902BA,4.792549649142951
2020-03-28,1876AA,0.30196979835871546
2020-01-07,1857AA,3.8525732501327714
2020-02-17,1851CA,3.21269623396083
2020-06-06,1842BA,0.9016185569618946
2019-11-09,1830AA,5.455631441359915
2019-09-08,1827AA,7.775400549469102
2020-02-20,1826AA,5.603264086025057
2020-04-11,1819AA,9.290765641595659
2019-08-31,1811CA,9.006318219927508
2019-08-22,1801AA,6.906727863762814
2020-02-14,1798AA,4.17596030774099
2020-06-13,1767CA,2.0760991090699
2019-12-02,1766CA,8.475233780869099
2019-10-18,1764AA,6.613513808853667
2019-10-20,1745BA,0.3153726702771642
2020-05-21,1741BA,3.9147261436035454
2019-12-10,1712AA,2.6487527070966554
2020-02-24,1698CA,4.105970447662518
2019-08-26,1688CA,7.179726249316256
2019-12-31,1681CA,27.0578023524004
2020-01-25,1678CA,9.833893461860907
2020-06-03,1672AA,6.905970129473147
2019-11-27,1584BA,0.5853572608541474
2019-09-08,1582CA,2.139371950011759
2020-02-12,1571AA,1.8721155129966551
2020-02-14,1488CA,0.8990575493593689
2019-11-22,1468AA,9.91321566742752
2020-04-11,1434BA,8.768512791485563
2020-05-03,1420CA,2.115114414812209
2020-04-12,1403CA,0.6767013028717704
2019-11-17,1390BA,8.830337979111478
2020-05-02,1374CA,7.953850240460198
2019-09-14,1373BA,5.218199295334866
2020-01-11,1367CA,1.0596247552771294
2019-09-23,1326AA,9.778608601306843
2019-09-19,1325AA,9.99364095984795
2019-11-16,1321BA,5.037299513621488
2019-09-11,1317BA,0.24770182871870272
2020-02-04,1315BA,5.8890014714125325
2019-12-09,1308BA,1.9519878669378221
2019-12-05,1296CA,9.23758260232261
2020-03-27,1295CA,1.0925162629263359
2019-12-09,1283CA,0.49493962133003927
2020-03-07,1281BA,0.9555946431323036
2019-12-06,1244AA,378.3632527115894
2019-11-20,1206BA,26.42340034948881
2020-02-29,1196AA,8.418167858069525
